"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Rubber & articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,534,2023
"Rubber & articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,3069,2023
"Rubber & articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,38901,2023
"Raw hides & skin (non-fur)",841,"Equine and Bovine Hides",84101,"Animal Hides",8,20461640,2023
"Raw hides & skin (non-fur)",841,"Leather of Other Animals",84107,"Animal Hides",8,31525.999999999996,2023
"Raw hides & skin (non-fur)",841,"Leather further prepared after tanning or crusting of animals (other than ovine)",84113,"Animal Hides",8,23,2023
"Raw hides & skin (non-fur)",841,"Composition leather with a basis of leather or leather fibre",84115,"Animal Hides",8,55.99999999999999,2023
"Leather articles",842,"Saddlery",84201,"Animal Hides",8,25,2023
"Leather articles",842,"Trunks and Cases",84202,"Animal Hides",8,16797067,2023
"Leather articles",842,"Leather Apparel",84203,"Animal Hides",8,1895418,2023
"Leather articles",842,"Other Leather Articles",84205,"Animal Hides",8,4217013,2023
"Leather articles",842,"Articles of Gut",84206,"Animal Hides",8,1668.0000000000002,2023
"Furskins, articifial fur, & articles",843,"Tanned Furskins",84302,"Animal Hides",8,1611,2023
"Furskins, articifial fur, & articles",843,"Furskin Apparel",84303,"Animal Hides",8,82,2023
"Furskins, articifial fur, & articles",843,"Artificial Fur",84304,"Animal Hides",8,27049,2023
"Wood, wood articles, & charcoal",944,"Wood Charcoal",94402,"Wood Products",9,2,2023
"Wood, wood articles, & charcoal",944,"Rough Wood",94403,"Wood Products",9,572518,2023
"Wood, wood articles, & charcoal",944,"Railroad Ties",94406,"Wood Products",9,32,2023
"Wood, wood articles, & charcoal",944,"Sawn Wood",94407,"Wood Products",9,6951787,2023
"Wood, wood articles, & charcoal",944,"Veneer Sheets",94408,"Wood Products",9,174214,2023
"Wood, wood articles, & charcoal",944,"Particle Board",94410,"Wood Products",9,24072,2023
"Wood, wood articles, & charcoal",944,"Wood Fiberboard",94411,"Wood Products",9,158113.00000000003,2023
"Wood, wood articles, & charcoal",944,"Plywood",94412,"Wood Products",9,5208,2023
"Wood, wood articles, & charcoal",944,"Wood Frames",94414,"Wood Products",9,1399,2023
"Wood, wood articles, & charcoal",944,"Wood Crates",94415,"Wood Products",9,280066,2023
"Wood, wood articles, & charcoal",944,"Wooden Tool Handles",94417,"Wood Products",9,2894,2023
"Wood, wood articles, & charcoal",944,"Wood Carpentry",94418,"Wood Products",9,68098,2023
"Wood, wood articles, & charcoal",944,"Wood Kitchenware",94419,"Wood Products",9,7353,2023
"Wood, wood articles, & charcoal",944,"Wood Ornaments",94420,"Wood Products",9,319014,2023
"Wood, wood articles, & charcoal",944,"Other Wood Articles",94421,"Wood Products",9,236566.99999999997,2023
"Cork & cork articles",945,"Natural Cork Articles",94503,"Wood Products",9,303,2023
"Straw & esparto manufactures",946,"Plaiting Products",94601,"Wood Products",9,1772584,2023
"Straw & esparto manufactures",946,"Basketwork",94602,"Wood Products",9,41768192,2023
"Wood pulp & paper scrap",1047,"Recovered Paper",104707,"Paper Goods",10,446680,2023
"Paper articles",1048,"Newsprint",104801,"Paper Goods",10,652,2023
"Paper articles",1048,"Uncoated Paper",104802,"Paper Goods",10,627,2023
"Paper articles",1048,"Other Uncoated Paper",104805,"Paper Goods",10,657.9999999999999,2023
"Paper articles",1048,"Vegetable Parchment",104806,"Paper Goods",10,1064,2023
"Paper articles",1048,"Composite Paper",104807,"Paper Goods",10,4,2023
"Paper articles",1048,"Corrugated Paper",104808,"Paper Goods",10,67553,2023
"Paper articles",1048,"Kaolin Coated Paper",104810,"Paper Goods",10,18700,2023
"Paper articles",1048,"Cellulose Fibers Paper",104811,"Paper Goods",10,4384,2023
"Paper articles",1048,"Wallpaper",104814,"Paper Goods",10,297,2023
"Paper articles",1048,"Letter Stock",104817,"Paper Goods",10,1368,2023
"Paper articles",1048,"Toilet Paper",104818,"Paper Goods",10,1491,2023
"Paper articles",1048,"Paper Containers",104819,"Paper Goods",10,6449182,2023
"Paper articles",1048,"Paper Notebooks",104820,"Paper Goods",10,8955,2023
"Paper articles",1048,"Paper Labels",104821,"Paper Goods",10,45696,2023
"Paper articles",1048,"Shaped Paper",104823,"Paper Goods",10,267799,2023
"Books, newspapers, & other prints",1049,"Brochures",104901,"Paper Goods",10,48726,2023
"Books, newspapers, & other prints",1049,"Newspapers",104902,"Paper Goods",10,630,2023
"Books, newspapers, & other prints",1049,"Children's Picture Books",104903,"Paper Goods",10,1351,2023
"Books, newspapers, & other prints",1049,"Maps",104905,"Paper Goods",10,949,2023
"Books, newspapers, & other prints",1049,"Documents of title (bonds etc) and unused stamps",104907,"Paper Goods",10,18743,2023
"Books, newspapers, & other prints",1049,"Decals",104908,"Paper Goods",10,2149,2023
"Books, newspapers, & other prints",1049,"Postcards",104909,"Paper Goods",10,3256,2023
"Books, newspapers, & other prints",1049,"Calendars",104910,"Paper Goods",10,73,2023
"Books, newspapers, & other prints",1049,"Other Printed Material",104911,"Paper Goods",10,19762,2023
"Silk",1150,"Retail Silk Yarn",115006,"Textiles",11,7079,2023
"Silk",1150,"Silk Fabrics",115007,"Textiles",11,23062,2023
"Wool & animal hair",1151,"Wool or Animal Hair Waste",115103,"Textiles",11,62434,2023
"Wool & animal hair",1151,"Prepared Wool or Animal Hair",115105,"Textiles",11,785,2023
"Wool & animal hair",1151,"Non-Retail Carded Wool Yarn",115106,"Textiles",11,4371,2023
"Wool & animal hair",1151,"Non-Retail Combed Wool Yarn",115107,"Textiles",11,40454,2023
"Wool & animal hair",1151,"Retail Wool or Animal Hair Yarn",115109,"Textiles",11,1335.0000000000002,2023
"Wool & animal hair",1151,"Combed Wool or Animal Hair Fabric",115112,"Textiles",11,5152,2023
"Cotton",1152,"Raw Cotton",115201,"Textiles",11,3286766,2023
"Cotton",1152,"Cotton Waste",115202,"Textiles",11,39285,2023
"Cotton",1152,"Prepared Cotton",115203,"Textiles",11,64929.99999999999,2023
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,32562.000000000004,2023
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,227210,2023
"Cotton",1152,"Non-Retail Mixed Cotton Yarn",115206,"Textiles",11,3788.0000000000005,2023
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,1,2023
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,4521699,2023
"Cotton",1152,"Heavy Pure Woven Cotton",115209,"Textiles",11,617914,2023
"Cotton",1152,"Light Mixed Woven Cotton",115210,"Textiles",11,18424,2023
"Cotton",1152,"Heavy Mixed Woven Cotton",115211,"Textiles",11,32283,2023
"Cotton",1152,"Other Cotton Fabrics",115212,"Textiles",11,110469,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Hemp Fibers",115302,"Textiles",11,27.000000000000004,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute and Other Textile Fibers",115303,"Textiles",11,589,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Coconut and Other Vegetable Fibers",115305,"Textiles",11,5468654,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Yarn",115306,"Textiles",11,70,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Yarn",115308,"Textiles",11,775619,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Woven Fabric",115309,"Textiles",11,34631,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Woven Fabric",115310,"Textiles",11,8894,2023
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Fabric",115311,"Textiles",11,80063,2023
"Man-made filaments",1154,"Artificial Filament Sewing Thread",115401,"Textiles",11,20831,2023
"Man-made filaments",1154,"Non-Retail Synthetic Filament Yarn",115402,"Textiles",11,45071,2023
"Man-made filaments",1154,"Non-Retail Artificial Filament Yarn",115403,"Textiles",11,2748.9999999999995,2023
"Man-made filaments",1154,"Synthetic Monofilament",115404,"Textiles",11,27,2023
"Man-made filaments",1154,"Artificial Monofilament",115405,"Textiles",11,5,2023
"Man-made filaments",1154,"Retail Artificial Filament Yarn",115406,"Textiles",11,4612,2023
"Man-made filaments",1154,"Synthetic Filament Yarn Woven Fabric",115407,"Textiles",11,46263,2023
"Man-made filaments",1154,"Artificial Filament Yarn Woven Fabric",115408,"Textiles",11,26293,2023
"Man-made staple fibres",1155,"Synthetic Filament Tow",115501,"Textiles",11,68,2023
"Man-made staple fibres",1155,"Unprocessed Synthetic Staple Fibers",115503,"Textiles",11,4,2023
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Sewing Thread",115508,"Textiles",11,23.000000000000004,2023
"Man-made staple fibres",1155,"Non-Retail Synthetic Staple Fibers Yarn",115509,"Textiles",11,44512,2023
"Man-made staple fibres",1155,"Retail Artificial Staple Fibers Yarn",115511,"Textiles",11,27210,2023
"Man-made staple fibres",1155,"Synthetic Fabrics",115512,"Textiles",11,86129,2023
"Man-made staple fibres",1155,"Light Synthetic Cotton Fabrics",115513,"Textiles",11,6701,2023
"Man-made staple fibres",1155,"Heavy Synthetic Cotton Fabrics",115514,"Textiles",11,12295,2023
"Man-made staple fibres",1155,"Other Synthetic Fabrics",115515,"Textiles",11,37195,2023
"Man-made staple fibres",1155,"Woven Fabric of Synthetic Staple Fibers",115516,"Textiles",11,34028,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Wadding",115601,"Textiles",11,170,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Non-woven Textiles",115603,"Textiles",11,24707.000000000004,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Rubber Textiles",115604,"Textiles",11,48,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine and Rope",115607,"Textiles",11,9742159,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,"Textiles",11,36325,2023
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Other Articles of Twine and Rope",115609,"Textiles",11,12374,2023
"Carpets & textile floor covers",1157,"Knotted Carpets",115701,"Textiles",11,978,2023
"Carpets & textile floor covers",1157,"Hand-Woven Rugs",115702,"Textiles",11,3119,2023
"Carpets & textile floor covers",1157,"Tufted Carpets",115703,"Textiles",11,651,2023
"Carpets & textile floor covers",1157,"Felt Carpets",115704,"Textiles",11,255,2023
"Carpets & textile floor covers",1157,"Other Carpets",115705,"Textiles",11,18002,2023
"Special woven fabrics and tapestries",1158,"Woven Fabrics",115801,"Textiles",11,2370,2023
"Special woven fabrics and tapestries",1158,"Tulles and Net Fabric",115804,"Textiles",11,12853.000000000002,2023
"Special woven fabrics and tapestries",1158,"Narrow Woven Fabric",115806,"Textiles",11,35065,2023
"Special woven fabrics and tapestries",1158,"Labels",115807,"Textiles",11,41504,2023
"Special woven fabrics and tapestries",1158,"Ornamental Trimmings",115808,"Textiles",11,1071365,2023
"Special woven fabrics and tapestries",1158,"Embroidery",115810,"Textiles",11,701501,2023
"Special woven fabrics and tapestries",1158,"Quilted Textiles",115811,"Textiles",11,759,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Gum Coated Textile Fabric",115901,"Textiles",11,11508,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Polyamide Fabric",115902,"Textiles",11,1051,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Plastic Coated Textile Fabric",115903,"Textiles",11,34728,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wall Coverings",115905,"Textiles",11,105,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Rubber Textile Fabric",115906,"Textiles",11,108.00000000000001,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Coated Textile Fabric",115907,"Textiles",11,185,2023
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles for technical uses",115911,"Textiles",11,807.0000000000001,2023
"Knitted fabrics",1160,"Light Rubberized Knitted Fabric",116002,"Textiles",11,804,2023
"Knitted fabrics",1160,"Knitted or crocheted fabrics of a width not exceeding 30 cm",116003,"Textiles",11,1799.0000000000002,2023
"Knitted fabrics",1160,"Knitted or crocheted fabrics of a width exceeding 30 cm",116004,"Textiles",11,3766.9999999999995,2023
"Knitted fabrics",1160,"Warp knit fabrics (including those made on galloon knitting machines)",116005,"Textiles",11,2327,2023
"Knitted fabrics",1160,"Other knitted or crocheted fabrics.",116006,"Textiles",11,568361,2023
"Knitted clothing accesories",1161,"Knit Men's Coats",116101,"Textiles",11,1109151,2023
"Knitted clothing accesories",1161,"Knit Women's Coats",116102,"Textiles",11,772350,2023
"Knitted clothing accesories",1161,"Knit Men's Suits",116103,"Textiles",11,15801231,2023
"Knitted clothing accesories",1161,"Knit Women's Suits",116104,"Textiles",11,35370070,2023
"Knitted clothing accesories",1161,"Knit Men's Shirts",116105,"Textiles",11,61567528,2023
"Knitted clothing accesories",1161,"Knit Women's Shirts",116106,"Textiles",11,8409862,2023
"Knitted clothing accesories",1161,"Knit Men's Undergarments",116107,"Textiles",11,3059749,2023
"Knitted clothing accesories",1161,"Knit Women's Undergarments",116108,"Textiles",11,6538707,2023
"Knitted clothing accesories",1161,"Knit T-shirts",116109,"Textiles",11,92989039,2023
"Knitted clothing accesories",1161,"Knit Sweaters",116110,"Textiles",11,159879614,2023
"Knitted clothing accesories",1161,"Knit Babies' Garments",116111,"Textiles",11,4712884,2023
"Knitted clothing accesories",1161,"Knit Active Wear",116112,"Textiles",11,236688,2023
"Knitted clothing accesories",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,3694279,2023
"Knitted clothing accesories",1161,"Other Knit Garments",116114,"Textiles",11,18509349,2023
"Knitted clothing accesories",1161,"Knit Socks and Hosiery",116115,"Textiles",11,344560,2023
"Knitted clothing accesories",1161,"Knit Gloves",116116,"Textiles",11,112020.00000000001,2023
"Knitted clothing accesories",1161,"Other Knit Clothing Accessories",116117,"Textiles",11,2345944,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Coats",116201,"Textiles",11,21266890,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Coats",116202,"Textiles",11,5029467,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Suits",116203,"Textiles",11,151023144,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Suits",116204,"Textiles",11,74103071,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Shirts",116205,"Textiles",11,91345368,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Shirts",116206,"Textiles",11,20808110,2023
"Non-knitted clothing accesories",1162,"Non-Knit Men's Undergarments",116207,"Textiles",11,1432804.0000000002,2023
"Non-knitted clothing accesories",1162,"Non-Knit Women's Undergarments",116208,"Textiles",11,1119432,2023
"Non-knitted clothing accesories",1162,"Non-Knit Babies' Garments",116209,"Textiles",11,16439463.000000002,2023
"Non-knitted clothing accesories",1162,"Felt or Coated Fabric Garments",116210,"Textiles",11,4335035,2023
"Non-knitted clothing accesories",1162,"Non-Knit Active Wear",116211,"Textiles",11,26389545,2023
"Non-knitted clothing accesories",1162,"Other Women's Undergarments",116212,"Textiles",11,9431736,2023
"Non-knitted clothing accesories",1162,"Handkerchiefs",116213,"Textiles",11,2183163,2023
"Non-knitted clothing accesories",1162,"Scarves",116214,"Textiles",11,17685494,2023
"Non-knitted clothing accesories",1162,"Neck Ties",116215,"Textiles",11,21025,2023
"Non-knitted clothing accesories",1162,"Non-Knit Gloves",116216,"Textiles",11,2723,2023
"Non-knitted clothing accesories",1162,"Other Non-Knit Clothing Accessories",116217,"Textiles",11,2333434,2023
"Used clothes & textile articles",1163,"Blankets",116301,"Textiles",11,88138,2023
"Used clothes & textile articles",1163,"House Linens",116302,"Textiles",11,1093072,2023
"Used clothes & textile articles",1163,"Window Dressings",116303,"Textiles",11,139909,2023
"Used clothes & textile articles",1163,"Bedspreads",116304,"Textiles",11,42935,2023
"Used clothes & textile articles",1163,"Packing Bags",116305,"Textiles",11,3027164,2023
"Used clothes & textile articles",1163,"Awnings, Tents, and Sails",116306,"Textiles",11,14046,2023
"Used clothes & textile articles",1163,"Other Cloth Articles",116307,"Textiles",11,10078058,2023
"Used clothes & textile articles",1163,"Packaged Sewing Sets",116308,"Textiles",11,1552,2023
"Used clothes & textile articles",1163,"Used Clothing",116309,"Textiles",11,203404,2023
"Used clothes & textile articles",1163,"Textile Scraps",116310,"Textiles",11,198940.00000000003,2023
"Footwear",1264,"Waterproof Footwear",126401,"Footwear and Headwear",12,4937,2023
"Footwear",1264,"Rubber Footwear",126402,"Footwear and Headwear",12,36844,2023
"Footwear",1264,"Leather Footwear",126403,"Footwear and Headwear",12,35478,2023
"Footwear",1264,"Textile Footwear",126404,"Footwear and Headwear",12,249867,2023
"Footwear",1264,"Other Footwear",126405,"Footwear and Headwear",12,61154,2023
"Footwear",1264,"Footwear Parts",126406,"Footwear and Headwear",12,296756,2023
"Headgear",1265,"Hat Forms",126501,"Footwear and Headwear",12,15675,2023
"Headgear",1265,"Hat Shapes",126502,"Footwear and Headwear",12,850517.9999999999,2023
"Headgear",1265,"Hats",126504,"Footwear and Headwear",12,1836268,2023
"Headgear",1265,"Knitted Hats",126505,"Footwear and Headwear",12,2850544,2023
"Headgear",1265,"Other Headwear",126506,"Footwear and Headwear",12,571905,2023
"Headgear",1265,"Headbands and Linings",126507,"Footwear and Headwear",12,1257.0000000000002,2023
"Umbrellas, walking sticks, & whips",1266,"Umbrellas",126601,"Footwear and Headwear",12,2728,2023
"Umbrellas, walking sticks, & whips",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,2051,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Bird Skins and Feathers",126701,"Footwear and Headwear",12,49,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,76789,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,1656010,2023
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,3523668,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Curbstones",136801,"Stone And Glass",13,9166,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Building Stone",136802,"Stone And Glass",13,841347,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Milling Stones",136804,"Stone And Glass",13,996759,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Abrasive Powder",136805,"Stone And Glass",13,458.99999999999994,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Rock Wool",136806,"Stone And Glass",13,162.00000000000003,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Plaster Articles",136809,"Stone And Glass",13,433,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Cement Articles",136810,"Stone And Glass",13,71875,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,3460,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Asbestos Fibres",136812,"Stone And Glass",13,63987,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Friction Material",136813,"Stone And Glass",13,883,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Processed Mica",136814,"Stone And Glass",13,2,2023
"Stone, plaster, cement, asbestos, mica.",1368,"Other Stone Articles",136815,"Stone And Glass",13,590905,2023
"Ceramic products",1369,"Bricks",136901,"Stone And Glass",13,5521,2023
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,3354.0000000000005,2023
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,31,2023
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,53,2023
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,1488.0000000000002,2023
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,85,2023
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,760,2023
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,12609,2023
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,14004,2023
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,264,2023
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,30282,2023
"Glass & glassware",1370,"Glass Scraps",137001,"Stone And Glass",13,5576.000000000001,2023
"Glass & glassware",1370,"Glass Balls",137002,"Stone And Glass",13,23,2023
"Glass & glassware",1370,"Blown Glass",137004,"Stone And Glass",13,5033,2023
"Glass & glassware",1370,"Safety Glass",137007,"Stone And Glass",13,1055,2023
"Glass & glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,675,2023
"Glass & glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,14019.999999999998,2023
"Glass & glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,26469,2023
"Glass & glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,1132.0000000000002,2023
"Glass & glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,55381.99999999999,2023
"Glass & glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,23489,2023
"Glass & glassware",1370,"Glass Beads",137018,"Stone And Glass",13,15106.000000000002,2023
"Glass & glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,10205,2023
"Glass & glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,28409,2023
"Precious stones, metals, & pearls",1471,"Diamonds",147102,"Precious Metals",14,1864602,2023
"Precious stones, metals, & pearls",1471,"Precious Stones",147103,"Precious Metals",14,150791089,2023
"Precious stones, metals, & pearls",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,299216,2023
"Precious stones, metals, & pearls",1471,"Gold",147108,"Precious Metals",14,255844006,2023
"Precious stones, metals, & pearls",1471,"Platinum",147110,"Precious Metals",14,4284,2023
"Precious stones, metals, & pearls",1471,"Precious Metal Scraps",147112,"Precious Metals",14,652895.0000000001,2023
"Precious stones, metals, & pearls",1471,"Jewellery",147113,"Precious Metals",14,1154061,2023
"Precious stones, metals, & pearls",1471,"Metal-Clad Products",147114,"Precious Metals",14,2767,2023
"Precious stones, metals, & pearls",1471,"Other Precious Metal Products",147115,"Precious Metals",14,9396,2023
"Precious stones, metals, & pearls",1471,"Pearl Products",147116,"Precious Metals",14,2959995,2023
"Precious stones, metals, & pearls",1471,"Imitation Jewellery",147117,"Precious Metals",14,1883219,2023
"Iron & steel",1572,"Scrap Iron",157204,"Metals",15,1907931,2023
"Iron & steel",1572,"Iron Powder",157205,"Metals",15,33,2023
"Iron & steel",1572,"Hot-Rolled Iron",157208,"Metals",15,15,2023
"Iron & steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,1678.0000000000002,2023
"Iron & steel",1572,"Large Coated Flat-Rolled Iron",157212,"Metals",15,10880.999999999998,2023
"Iron & steel",1572,"Raw Iron Bars",157214,"Metals",15,16945,2023
"Iron & steel",1572,"Iron Wire",157217,"Metals",15,132837.99999999997,2023
"Iron & steel",1572,"Flat-Rolled Stainless Steel",157220,"Metals",15,537,2023
"Iron & steel",1572,"Other Steel Bars",157228,"Metals",15,11015,2023
"Iron & steel",1572,"Steel Wire",157229,"Metals",15,10357,2023
"Iron/Steel Articles",1573,"Cast Iron Pipes",157303,"Metals",15,324,2023
"Iron/Steel Articles",1573,"Iron Pipes",157304,"Metals",15,346,2023
"Iron/Steel Articles",1573,"Other Small Iron Pipes",157306,"Metals",15,1546.9999999999998,2023
"Iron/Steel Articles",1573,"Iron Pipe Fittings",157307,"Metals",15,4821,2023
"Iron/Steel Articles",1573,"Iron Structures",157308,"Metals",15,330075,2023
"Iron/Steel Articles",1573,"Small Iron Containers",157310,"Metals",15,355449,2023
"Iron/Steel Articles",1573,"Iron Gas Containers",157311,"Metals",15,524595,2023
"Iron/Steel Articles",1573,"Stranded Iron Wire",157312,"Metals",15,16159,2023
"Iron/Steel Articles",1573,"Iron Cloth",157314,"Metals",15,9163,2023
"Iron/Steel Articles",1573,"Iron Chains",157315,"Metals",15,1328,2023
"Iron/Steel Articles",1573,"Iron Nails",157317,"Metals",15,95,2023
"Iron/Steel Articles",1573,"Iron Fasteners",157318,"Metals",15,5570,2023
"Iron/Steel Articles",1573,"Iron Sewing Needles",157319,"Metals",15,246,2023
"Iron/Steel Articles",1573,"Iron Springs",157320,"Metals",15,22.000000000000004,2023
"Iron/Steel Articles",1573,"Iron Stovetops",157321,"Metals",15,4885,2023
"Iron/Steel Articles",1573,"Iron Radiators",157322,"Metals",15,168,2023
"Iron/Steel Articles",1573,"Iron Housewares",157323,"Metals",15,8186,2023
"Iron/Steel Articles",1573,"Iron Toiletry",157324,"Metals",15,42,2023
"Iron/Steel Articles",1573,"Other Cast Iron Products",157325,"Metals",15,3,2023
"Iron/Steel Articles",1573,"Other Iron Products",157326,"Metals",15,141105,2023
"Copper articles",1574,"Raw Copper",157402,"Metals",15,1140012,2023
"Copper articles",1574,"Refined Copper",157403,"Metals",15,1179099,2023
"Copper articles",1574,"Scrap Copper",157404,"Metals",15,8712002,2023
"Copper articles",1574,"Copper Bars",157407,"Metals",15,2490,2023
"Copper articles",1574,"Copper Foil",157410,"Metals",15,8901492,2023
"Copper articles",1574,"Copper Fasteners",157415,"Metals",15,2215,2023
"Copper articles",1574,"Copper Housewares",157418,"Metals",15,177,2023
"Copper articles",1574,"Other Copper Products",157419,"Metals",15,871453,2023
"Nickel articles",1575,"Raw Nickel",157502,"Metals",15,864550092,2023
"Nickel articles",1575,"Scrap Nickel",157503,"Metals",15,8946275,2023
"Nickel articles",1575,"Nickel Powder",157504,"Metals",15,21,2023
"Nickel articles",1575,"Other Nickel Products",157508,"Metals",15,5,2023
"Aluminum articles",1576,"Scrap Aluminium",157602,"Metals",15,11542,2023
"Aluminum articles",1576,"Aluminium Bars",157604,"Metals",15,1404,2023
"Aluminum articles",1576,"Aluminium Plating",157606,"Metals",15,176,2023
"Aluminum articles",1576,"Aluminium Pipes",157608,"Metals",15,1840,2023
"Aluminum articles",1576,"Aluminium Structures",157610,"Metals",15,66309,2023
"Aluminum articles",1576,"Aluminium Cans",157612,"Metals",15,1505,2023
"Aluminum articles",1576,"Aluminium Gas Containers",157613,"Metals",15,638,2023
"Aluminum articles",1576,"Aluminium Housewares",157615,"Metals",15,7388.000000000001,2023
"Aluminum articles",1576,"Other Aluminium Products",157616,"Metals",15,515601,2023
"Lead articles",1578,"Lead Sheets",157804,"Metals",15,1291,2023
"Lead articles",1578,"Other Lead Products",157806,"Metals",15,71199,2023
"Zinc articles",1579,"Raw Zinc",157901,"Metals",15,28836,2023
"Zinc articles",1579,"Zinc Powder",157903,"Metals",15,1,2023
"Zinc articles",1579,"Other Zinc Products",157907,"Metals",15,15946,2023
"Cermet articles",1581,"Tungsten",158101,"Metals",15,306,2023
"Cermet articles",1581,"Cobalt",158105,"Metals",15,121933265,2023
"Cermet articles",1581,"Titanium",158108,"Metals",15,10469,2023
"Cermet articles",1581,"Antimony",158110,"Metals",15,148.00000000000003,2023
"Cermet articles",1581,"Manganese",158111,"Metals",15,312,2023
"Cermet articles",1581,"Other Metals",158112,"Metals",15,66386,2023
"Tools & cutlery",1582,"Garden Tools",158201,"Metals",15,299,2023
"Tools & cutlery",1582,"Hand Saws",158202,"Metals",15,622,2023
"Tools & cutlery",1582,"Hand Tools",158203,"Metals",15,161,2023
"Tools & cutlery",1582,"Wrenches",158204,"Metals",15,5765,2023
"Tools & cutlery",1582,"Other Hand Tools",158205,"Metals",15,112475,2023
